Time [ms],0,249.9667,499.9333,749.9,999.875,1249.85,1499.825,1749.8,1833.1077,2083.0744,2333.041,2583.0077,2832.9827,3082.9577,3332.9327,3582.9077
Pressure [MPa],0.365,0.225,0.125,0,0.16,0.185,0.22,0.28,0.365,0.225,0.125,0,0.16,0.185,0.22,0.28
