Time [ms],0,270.8,541.6,749.9,1083.2,1305.4,1527.6,1749.8,1833.1077,2103.9077,2374.7077,2583.0077,2916.3077,3138.5077,3360.7077,3582.9077
Pressure [MPa],0.145,0.12,0.07,0.165,0,0.15,0.17,0.19,0.145,0.12,0.07,0.165,0,0.15,0.17,0.19
