Time [ms],0,270.8,541.6,783.24,1024.88,1266.52,1508.16,1749.8,1833.1077,2103.9077,2374.7077,2616.3477,2857.9877,3099.6277,3341.2677,3582.9077
Pressure [MPa],0,0.5,0.5,0.405,0.405,0.36643,0.30857,0,0,0.5,0.5,0.405,0.405,0.36643,0.30857,0
