Time [ms],0,187.25,374.5,749.9,937.4,1124.9,1333.2,1541.5,1749.8,2020.3577,2207.6077,2583.0077,2770.5077,2958.0077,3166.3077,3374.6077,3582.9077
Pressure [MPa],0.005,0.02,0.3,0,0.26,0.28,0.06,0.01,0,0.02,0.3,0,0.26,0.28,0.06,0.01,0
