Time [ms],0,249.9667,499.9333,749.9,999.875,1249.85,1499.825,1749.8,1833.1077,2083.0744,2333.041,2583.0077,2832.9827,3082.9577,3332.9327,3582.9077
Pressure [MPa],0.235,0.17,0.12,0,0.16,0.18,0.205,0.24,0.235,0.17,0.12,0,0.16,0.18,0.205,0.24
