Time [ms],0,1041.4615,2916,5416,7916,10276.6667,12637.3333,14998,17498,19372.5385,21247.0769,23747.0769,26247.0769,28607.7436,30968.4103,33329.0769,35829.0769
Pressure [MPa],0.18,0.105,0,0.17,0.5,0.165,0.14,0.13,0.215,0.105,0,0.17,0.5,0.165,0.14,0.13,0.215
