Time [ms],0,2708,5416,7499,10832,13054,15276,17498,18331.0769,21039.0769,23747.0769,25830.0769,29163.0769,31385.0769,33607.0769,35829.0769
Pressure [MPa],0.145,0.12,0.07,0.165,0,0.15,0.17,0.19,0.145,0.12,0.07,0.165,0,0.15,0.17,0.19
