Time [ms],0,2708,5416,7832.4,10248.8,12665.2,15081.6,17498,18331.0769,21039.0769,23747.0769,26163.4769,28579.8769,30996.2769,33412.6769,35829.0769
Pressure [MPa],0.14,0.06,0,0.1,0.11,0.12,0.145,0.195,0.14,0.06,0,0.1,0.11,0.12,0.145,0.195
