Time [ms],0,2499.6667,4999.3333,7499,9998.75,12498.5,14998.25,17498,18331.0769,20830.7436,23330.4103,25830.0769,28329.8269,30829.5769,33329.3269,35829.0769
Pressure [MPa],0.235,0.17,0.12,0,0.16,0.18,0.205,0.24,0.235,0.17,0.12,0,0.16,0.18,0.205,0.24
