Time [ms],0,2499.6667,4999.3333,7499,9998.75,12498.5,14998.25,17498,18331.0769,20830.7436,23330.4103,25830.0769,28329.8269,30829.5769,33329.3269,35829.0769
Pressure [MPa],0.455,0.235,0.125,0,0.16,0.185,0.22,0.29,0.455,0.235,0.125,0,0.16,0.185,0.22,0.29
