Time [ms],0,1872.5,3745,7499,9374,11249,13332,15415,17498,20203.5769,22076.0769,25830.0769,27705.0769,29580.0769,31663.0769,33746.0769,35829.0769
Pressure [MPa],0.005,0.02,0.3,0,0.26,0.28,0.06,0.01,0,0.02,0.3,0,0.26,0.28,0.06,0.01,0
